x,u1,u2,u1_аналит,u2_аналит,Ошибка_u1,Ошибка_u2
2.000000,9.801992,9.801992,9.801987,9.801987,4.900831e-06,4.900831e-06
2.005000,9.801502,9.801502,9.801497,9.801497,4.912837e-06,4.912837e-06
2.010000,9.801012,9.801012,9.801007,9.801007,4.924843e-06,4.924843e-06
2.015000,9.800521,9.800521,9.800517,9.800517,4.936847e-06,4.936847e-06
2.020000,9.800031,9.800031,9.800027,9.800027,4.948849e-06,4.948849e-06
2.025000,9.799542,9.799542,9.799537,9.799537,4.960851e-06,4.960851e-06
2.030000,9.799052,9.799052,9.799047,9.799047,4.972851e-06,4.972851e-06
2.035000,9.798562,9.798562,9.798557,9.798557,4.984851e-06,4.984851e-06
2.040000,9.798072,9.798072,9.798067,9.798067,4.996849e-06,4.996849e-06
2.045000,9.797582,9.797582,9.797577,9.797577,5.008845e-06,5.008845e-06
2.050000,9.797092,9.797092,9.797087,9.797087,5.020841e-06,5.020841e-06
2.055000,9.796602,9.796602,9.796597,9.796597,5.032835e-06,5.032835e-06
2.060000,9.796112,9.796112,9.796107,9.796107,5.044828e-06,5.044828e-06
2.065000,9.795623,9.795623,9.795618,9.795618,5.056820e-06,5.056820e-06
2.070000,9.795133,9.795133,9.795128,9.795128,5.068811e-06,5.068811e-06
2.075000,9.794643,9.794643,9.794638,9.794638,5.080800e-06,5.080800e-06
2.080000,9.794153,9.794153,9.794148,9.794148,5.092788e-06,5.092788e-06
2.085000,9.793664,9.793664,9.793659,9.793659,5.104775e-06,5.104775e-06
2.090000,9.793174,9.793174,9.793169,9.793169,5.116761e-06,5.116761e-06
2.095000,9.792684,9.792684,9.792679,9.792679,5.128746e-06,5.128746e-06
2.100000,9.792195,9.792195,9.792190,9.792190,5.140729e-06,5.140729e-06
2.105000,9.791705,9.791705,9.791700,9.791700,5.152712e-06,5.152712e-06
2.110000,9.791216,9.791216,9.791210,9.791210,5.164692e-06,5.164692e-06
2.115000,9.790726,9.790726,9.790721,9.790721,5.176672e-06,5.176672e-06
2.120000,9.790237,9.790237,9.790231,9.790231,5.188651e-06,5.188651e-06
2.125000,9.789747,9.789747,9.789742,9.789742,5.200628e-06,5.200628e-06
2.130000,9.789258,9.789258,9.789252,9.789252,5.212604e-06,5.212604e-06
2.135000,9.788768,9.788768,9.788763,9.788763,5.224579e-06,5.224579e-06
2.140000,9.788279,9.788279,9.788274,9.788274,5.236553e-06,5.236553e-06
2.145000,9.787789,9.787789,9.787784,9.787784,5.248525e-06,5.248525e-06
2.150000,9.787300,9.787300,9.787295,9.787295,5.260497e-06,5.260497e-06
2.155000,9.786811,9.786811,9.786805,9.786805,5.272467e-06,5.272467e-06
2.160000,9.786321,9.786321,9.786316,9.786316,5.284436e-06,5.284436e-06
2.165000,9.785832,9.785832,9.785827,9.785827,5.296403e-06,5.296403e-06
2.170000,9.785343,9.785343,9.785338,9.785338,5.308370e-06,5.308370e-06
2.175000,9.784854,9.784854,9.784848,9.784848,5.320335e-06,5.320335e-06
2.180000,9.784364,9.784364,9.784359,9.784359,5.332299e-06,5.332299e-06
2.185000,9.783875,9.783875,9.783870,9.783870,5.344262e-06,5.344262e-06
2.190000,9.783386,9.783386,9.783381,9.783381,5.356224e-06,5.356224e-06
2.195000,9.782897,9.782897,9.782891,9.782891,5.368184e-06,5.368184e-06
2.200000,9.782408,9.782408,9.782402,9.782402,5.380143e-06,5.380143e-06
2.205000,9.781919,9.781919,9.781913,9.781913,5.392101e-06,5.392101e-06
2.210000,9.781430,9.781430,9.781424,9.781424,5.404058e-06,5.404058e-06
2.215000,9.780941,9.780941,9.780935,9.780935,5.416014e-06,5.416014e-06
2.220000,9.780451,9.780451,9.780446,9.780446,5.427968e-06,5.427968e-06
2.225000,9.779962,9.779962,9.779957,9.779957,5.439921e-06,5.439921e-06
2.230000,9.779474,9.779474,9.779468,9.779468,5.451873e-06,5.451873e-06
2.235000,9.778985,9.778985,9.778979,9.778979,5.463824e-06,5.463824e-06
2.240000,9.778496,9.778496,9.778490,9.778490,5.475773e-06,5.475773e-06
2.245000,9.778007,9.778007,9.778001,9.778001,5.487722e-06,5.487722e-06
2.250000,9.777518,9.777518,9.777512,9.777512,5.499669e-06,5.499669e-06
2.255000,9.777029,9.777029,9.777024,9.777024,5.511615e-06,5.511615e-06
2.260000,9.776540,9.776540,9.776535,9.776535,5.523559e-06,5.523559e-06
2.265000,9.776051,9.776051,9.776046,9.776046,5.535503e-06,5.535503e-06
2.270000,9.775563,9.775563,9.775557,9.775557,5.547445e-06,5.547445e-06
2.275000,9.775074,9.775074,9.775068,9.775068,5.559386e-06,5.559386e-06
2.280000,9.774585,9.774585,9.774580,9.774580,5.571326e-06,5.571326e-06
2.285000,9.774096,9.774096,9.774091,9.774091,5.583265e-06,5.583265e-06
2.290000,9.773608,9.773608,9.773602,9.773602,5.595202e-06,5.595202e-06
2.295000,9.773119,9.773119,9.773113,9.773113,5.607138e-06,5.607138e-06
2.300000,9.772630,9.772630,9.772625,9.772625,5.619073e-06,5.619073e-06
2.305000,9.772142,9.772142,9.772136,9.772136,5.631007e-06,5.631007e-06
2.310000,9.771653,9.771653,9.771648,9.771648,5.642940e-06,5.642940e-06
2.315000,9.771165,9.771165,9.771159,9.771159,5.654871e-06,5.654871e-06
2.320000,9.770676,9.770676,9.770671,9.770671,5.666801e-06,5.666801e-06
2.325000,9.770188,9.770188,9.770182,9.770182,5.678730e-06,5.678730e-06
2.330000,9.769699,9.769699,9.769693,9.769693,5.690658e-06,5.690658e-06
2.335000,9.769211,9.769211,9.769205,9.769205,5.702585e-06,5.702585e-06
2.340000,9.768722,9.768722,9.768717,9.768717,5.714510e-06,5.714510e-06
2.345000,9.768234,9.768234,9.768228,9.768228,5.726434e-06,5.726434e-06
2.350000,9.767745,9.767745,9.767740,9.767740,5.738357e-06,5.738357e-06
2.355000,9.767257,9.767257,9.767251,9.767251,5.750279e-06,5.750279e-06
2.360000,9.766769,9.766769,9.766763,9.766763,5.762200e-06,5.762200e-06
2.365000,9.766280,9.766280,9.766275,9.766275,5.774119e-06,5.774119e-06
2.370000,9.765792,9.765792,9.765786,9.765786,5.786037e-06,5.786037e-06
2.375000,9.765304,9.765304,9.765298,9.765298,5.797954e-06,5.797954e-06
2.380000,9.764816,9.764816,9.764810,9.764810,5.809870e-06,5.809870e-06
2.385000,9.764327,9.764327,9.764322,9.764322,5.821784e-06,5.821784e-06
2.390000,9.763839,9.763839,9.763833,9.763833,5.833697e-06,5.833697e-06
2.395000,9.763351,9.763351,9.763345,9.763345,5.845610e-06,5.845610e-06
2.400000,9.762863,9.762863,9.762857,9.762857,5.857520e-06,5.857520e-06
2.405000,9.762375,9.762375,9.762369,9.762369,5.869430e-06,5.869430e-06
2.410000,9.761887,9.761887,9.761881,9.761881,5.881339e-06,5.881339e-06
2.415000,9.761399,9.761399,9.761393,9.761393,5.893246e-06,5.893246e-06
2.420000,9.760911,9.760911,9.760905,9.760905,5.905152e-06,5.905152e-06
2.425000,9.760423,9.760423,9.760417,9.760417,5.917057e-06,5.917057e-06
2.430000,9.759935,9.759935,9.759929,9.759929,5.928961e-06,5.928961e-06
2.435000,9.759447,9.759447,9.759441,9.759441,5.940863e-06,5.940863e-06
2.440000,9.758959,9.758959,9.758953,9.758953,5.952764e-06,5.952764e-06
2.445000,9.758471,9.758471,9.758465,9.758465,5.964664e-06,5.964664e-06
2.450000,9.757983,9.757983,9.757977,9.757977,5.976563e-06,5.976563e-06
2.455000,9.757495,9.757495,9.757489,9.757489,5.988461e-06,5.988461e-06
2.460000,9.757007,9.757007,9.757001,9.757001,6.000357e-06,6.000357e-06
2.465000,9.756519,9.756519,9.756513,9.756513,6.012252e-06,6.012252e-06
2.470000,9.756032,9.756032,9.756025,9.756025,6.024147e-06,6.024147e-06
2.475000,9.755544,9.755544,9.755538,9.755538,6.036039e-06,6.036039e-06
2.480000,9.755056,9.755056,9.755050,9.755050,6.047931e-06,6.047931e-06
2.485000,9.754568,9.754568,9.754562,9.754562,6.059821e-06,6.059821e-06
2.490000,9.754081,9.754081,9.754074,9.754074,6.071711e-06,6.071711e-06
2.495000,9.753593,9.753593,9.753587,9.753587,6.083599e-06,6.083599e-06
2.500000,9.753105,9.753105,9.753099,9.753099,6.095485e-06,6.095485e-06
2.505000,9.752618,9.752618,9.752611,9.752611,6.107371e-06,6.107371e-06
2.510000,9.752130,9.752130,9.752124,9.752124,6.119255e-06,6.119255e-06
2.515000,9.751642,9.751642,9.751636,9.751636,6.131139e-06,6.131139e-06
2.520000,9.751155,9.751155,9.751149,9.751149,6.143021e-06,6.143021e-06
2.525000,9.750667,9.750667,9.750661,9.750661,6.154901e-06,6.154901e-06
2.530000,9.750180,9.750180,9.750174,9.750174,6.166781e-06,6.166781e-06
2.535000,9.749692,9.749692,9.749686,9.749686,6.178659e-06,6.178659e-06
2.540000,9.749205,9.749205,9.749199,9.749199,6.190536e-06,6.190536e-06
2.545000,9.748717,9.748717,9.748711,9.748711,6.202412e-06,6.202412e-06
2.550000,9.748230,9.748230,9.748224,9.748224,6.214287e-06,6.214287e-06
2.555000,9.747743,9.747743,9.747736,9.747736,6.226161e-06,6.226161e-06
2.560000,9.747255,9.747255,9.747249,9.747249,6.238033e-06,6.238033e-06
2.565000,9.746768,9.746768,9.746762,9.746762,6.249904e-06,6.249904e-06
2.570000,9.746281,9.746281,9.746274,9.746274,6.261774e-06,6.261774e-06
2.575000,9.745793,9.745793,9.745787,9.745787,6.273643e-06,6.273643e-06
2.580000,9.745306,9.745306,9.745300,9.745300,6.285511e-06,6.285511e-06
2.585000,9.744819,9.744819,9.744813,9.744813,6.297377e-06,6.297377e-06
2.590000,9.744332,9.744332,9.744325,9.744325,6.309242e-06,6.309242e-06
2.595000,9.743844,9.743844,9.743838,9.743838,6.321106e-06,6.321106e-06
2.600000,9.743357,9.743357,9.743351,9.743351,6.332969e-06,6.332969e-06
2.605000,9.742870,9.742870,9.742864,9.742864,6.344830e-06,6.344830e-06
2.610000,9.742383,9.742383,9.742377,9.742377,6.356691e-06,6.356691e-06
2.615000,9.741896,9.741896,9.741890,9.741890,6.368550e-06,6.368550e-06
2.620000,9.741409,9.741409,9.741402,9.741402,6.380408e-06,6.380408e-06
2.625000,9.740922,9.740922,9.740915,9.740915,6.392264e-06,6.392264e-06
2.630000,9.740435,9.740435,9.740428,9.740428,6.404120e-06,6.404120e-06
2.635000,9.739948,9.739948,9.739941,9.739941,6.415974e-06,6.415974e-06
2.640000,9.739461,9.739461,9.739454,9.739454,6.427827e-06,6.427827e-06
2.645000,9.738974,9.738974,9.738967,9.738967,6.439679e-06,6.439679e-06
2.650000,9.738487,9.738487,9.738480,9.738480,6.451530e-06,6.451530e-06
2.655000,9.738000,9.738000,9.737994,9.737994,6.463380e-06,6.463380e-06
2.660000,9.737513,9.737513,9.737507,9.737507,6.475228e-06,6.475228e-06
2.665000,9.737026,9.737026,9.737020,9.737020,6.487075e-06,6.487075e-06
2.670000,9.736539,9.736539,9.736533,9.736533,6.498921e-06,6.498921e-06
2.675000,9.736053,9.736053,9.736046,9.736046,6.510766e-06,6.510766e-06
2.680000,9.735566,9.735566,9.735559,9.735559,6.522609e-06,6.522609e-06
2.685000,9.735079,9.735079,9.735073,9.735073,6.534452e-06,6.534452e-06
2.690000,9.734592,9.734592,9.734586,9.734586,6.546293e-06,6.546293e-06
2.695000,9.734106,9.734106,9.734099,9.734099,6.558133e-06,6.558133e-06
2.700000,9.733619,9.733619,9.733612,9.733612,6.569971e-06,6.569971e-06
2.705000,9.733132,9.733132,9.733126,9.733126,6.581809e-06,6.581809e-06
2.710000,9.732646,9.732646,9.732639,9.732639,6.593645e-06,6.593645e-06
2.715000,9.732159,9.732159,9.732152,9.732152,6.605480e-06,6.605480e-06
2.720000,9.731673,9.731673,9.731666,9.731666,6.617314e-06,6.617314e-06
2.725000,9.731186,9.731186,9.731179,9.731179,6.629147e-06,6.629147e-06
2.730000,9.730699,9.730699,9.730693,9.730693,6.640978e-06,6.640978e-06
2.735000,9.730213,9.730213,9.730206,9.730206,6.652809e-06,6.652809e-06
2.740000,9.729726,9.729726,9.729720,9.729720,6.664638e-06,6.664638e-06
2.745000,9.729240,9.729240,9.729233,9.729233,6.676466e-06,6.676466e-06
2.750000,9.728754,9.728754,9.728747,9.728747,6.688292e-06,6.688292e-06
2.755000,9.728267,9.728267,9.728260,9.728260,6.700118e-06,6.700118e-06
2.760000,9.727781,9.727781,9.727774,9.727774,6.711942e-06,6.711942e-06
2.765000,9.727294,9.727294,9.727288,9.727288,6.723765e-06,6.723765e-06
2.770000,9.726808,9.726808,9.726801,9.726801,6.735587e-06,6.735587e-06
2.775000,9.726322,9.726322,9.726315,9.726315,6.747408e-06,6.747408e-06
2.780000,9.725835,9.725835,9.725829,9.725829,6.759228e-06,6.759228e-06
2.785000,9.725349,9.725349,9.725342,9.725342,6.771046e-06,6.771046e-06
2.790000,9.724863,9.724863,9.724856,9.724856,6.782863e-06,6.782863e-06
2.795000,9.724377,9.724377,9.724370,9.724370,6.794679e-06,6.794679e-06
2.800000,9.723890,9.723890,9.723884,9.723884,6.806494e-06,6.806494e-06
2.805000,9.723404,9.723404,9.723397,9.723397,6.818307e-06,6.818307e-06
2.810000,9.722918,9.722918,9.722911,9.722911,6.830120e-06,6.830120e-06
2.815000,9.722432,9.722432,9.722425,9.722425,6.841931e-06,6.841931e-06
2.820000,9.721946,9.721946,9.721939,9.721939,6.853741e-06,6.853741e-06
2.825000,9.721460,9.721460,9.721453,9.721453,6.865549e-06,6.865549e-06
2.830000,9.720974,9.720974,9.720967,9.720967,6.877357e-06,6.877357e-06
2.835000,9.720488,9.720488,9.720481,9.720481,6.889163e-06,6.889163e-06
2.840000,9.720002,9.720002,9.719995,9.719995,6.900968e-06,6.900968e-06
2.845000,9.719516,9.719516,9.719509,9.719509,6.912772e-06,6.912772e-06
2.850000,9.719030,9.719030,9.719023,9.719023,6.924575e-06,6.924575e-06
2.855000,9.718544,9.718544,9.718537,9.718537,6.936377e-06,6.936377e-06
2.860000,9.718058,9.718058,9.718051,9.718051,6.948177e-06,6.948177e-06
2.865000,9.717572,9.717572,9.717565,9.717565,6.959976e-06,6.959976e-06
2.870000,9.717086,9.717086,9.717079,9.717079,6.971774e-06,6.971774e-06
2.875000,9.716600,9.716600,9.716593,9.716593,6.983571e-06,6.983571e-06
2.880000,9.716115,9.716115,9.716108,9.716108,6.995367e-06,6.995367e-06
2.885000,9.715629,9.715629,9.715622,9.715622,7.007161e-06,7.007161e-06
2.890000,9.715143,9.715143,9.715136,9.715136,7.018954e-06,7.018954e-06
2.895000,9.714657,9.714657,9.714650,9.714650,7.030746e-06,7.030746e-06
2.900000,9.714172,9.714172,9.714165,9.714165,7.042537e-06,7.042537e-06
2.905000,9.713686,9.713686,9.713679,9.713679,7.054326e-06,7.054326e-06
2.910000,9.713200,9.713200,9.713193,9.713193,7.066115e-06,7.066115e-06
2.915000,9.712715,9.712715,9.712708,9.712708,7.077902e-06,7.077902e-06
2.920000,9.712229,9.712229,9.712222,9.712222,7.089688e-06,7.089688e-06
2.925000,9.711744,9.711744,9.711736,9.711736,7.101473e-06,7.101473e-06
2.930000,9.711258,9.711258,9.711251,9.711251,7.113256e-06,7.113256e-06
2.935000,9.710772,9.710772,9.710765,9.710765,7.125039e-06,7.125039e-06
2.940000,9.710287,9.710287,9.710280,9.710280,7.136820e-06,7.136820e-06
2.945000,9.709801,9.709801,9.709794,9.709794,7.148600e-06,7.148600e-06
2.950000,9.709316,9.709316,9.709309,9.709309,7.160379e-06,7.160379e-06
2.955000,9.708830,9.708830,9.708823,9.708823,7.172156e-06,7.172156e-06
2.960000,9.708345,9.708345,9.708338,9.708338,7.183933e-06,7.183933e-06
2.965000,9.707860,9.707860,9.707852,9.707852,7.195708e-06,7.195708e-06
2.970000,9.707374,9.707374,9.707367,9.707367,7.207482e-06,7.207482e-06
2.975000,9.706889,9.706889,9.706882,9.706882,7.219255e-06,7.219255e-06
2.980000,9.706404,9.706404,9.706396,9.706396,7.231027e-06,7.231027e-06
2.985000,9.705918,9.705918,9.705911,9.705911,7.242797e-06,7.242797e-06
2.990000,9.705433,9.705433,9.705426,9.705426,7.254566e-06,7.254566e-06
2.995000,9.704948,9.704948,9.704941,9.704941,7.266334e-06,7.266334e-06
3.000000,9.704463,9.704463,9.704455,9.704455,7.278101e-06,7.278101e-06
3.005000,9.703977,9.703977,9.703970,9.703970,7.289867e-06,7.289867e-06
3.010000,9.703492,9.703492,9.703485,9.703485,7.301631e-06,7.301631e-06
3.015000,9.703007,9.703007,9.703000,9.703000,7.313395e-06,7.313395e-06
3.020000,9.702522,9.702522,9.702515,9.702515,7.325157e-06,7.325157e-06
3.025000,9.702037,9.702037,9.702030,9.702030,7.336918e-06,7.336918e-06
3.030000,9.701552,9.701552,9.701544,9.701544,7.348677e-06,7.348677e-06
3.035000,9.701067,9.701067,9.701059,9.701059,7.360436e-06,7.360436e-06
3.040000,9.700582,9.700582,9.700574,9.700574,7.372193e-06,7.372193e-06
3.045000,9.700097,9.700097,9.700089,9.700089,7.383949e-06,7.383949e-06
3.050000,9.699612,9.699612,9.699604,9.699604,7.395704e-06,7.395704e-06
3.055000,9.699127,9.699127,9.699119,9.699119,7.407458e-06,7.407458e-06
3.060000,9.698642,9.698642,9.698634,9.698634,7.419211e-06,7.419211e-06
3.065000,9.698157,9.698157,9.698149,9.698149,7.430962e-06,7.430962e-06
3.070000,9.697672,9.697672,9.697665,9.697665,7.442712e-06,7.442712e-06
3.075000,9.697187,9.697187,9.697180,9.697180,7.454461e-06,7.454461e-06
3.080000,9.696702,9.696702,9.696695,9.696695,7.466209e-06,7.466209e-06
3.085000,9.696218,9.696218,9.696210,9.696210,7.477955e-06,7.477955e-06
3.090000,9.695733,9.695733,9.695725,9.695725,7.489701e-06,7.489701e-06
3.095000,9.695248,9.695248,9.695240,9.695240,7.501445e-06,7.501445e-06
3.100000,9.694763,9.694763,9.694756,9.694756,7.513188e-06,7.513188e-06
3.105000,9.694279,9.694279,9.694271,9.694271,7.524930e-06,7.524930e-06
3.110000,9.693794,9.693794,9.693786,9.693786,7.536670e-06,7.536670e-06
3.115000,9.693309,9.693309,9.693302,9.693302,7.548410e-06,7.548410e-06
3.120000,9.692825,9.692825,9.692817,9.692817,7.560148e-06,7.560148e-06
3.125000,9.692340,9.692340,9.692332,9.692332,7.571885e-06,7.571885e-06
3.130000,9.691855,9.691855,9.691848,9.691848,7.583621e-06,7.583621e-06
3.135000,9.691371,9.691371,9.691363,9.691363,7.595355e-06,7.595355e-06
3.140000,9.690886,9.690886,9.690879,9.690879,7.607089e-06,7.607089e-06
3.145000,9.690402,9.690402,9.690394,9.690394,7.618821e-06,7.618821e-06
3.150000,9.689917,9.689917,9.689910,9.689910,7.630552e-06,7.630552e-06
3.155000,9.689433,9.689433,9.689425,9.689425,7.642282e-06,7.642282e-06
3.160000,9.688948,9.688948,9.688941,9.688941,7.654011e-06,7.654011e-06
3.165000,9.688464,9.688464,9.688456,9.688456,7.665738e-06,7.665738e-06
3.170000,9.687979,9.687979,9.687972,9.687972,7.677464e-06,7.677464e-06
3.175000,9.687495,9.687495,9.687487,9.687487,7.689190e-06,7.689190e-06
3.180000,9.687011,9.687011,9.687003,9.687003,7.700913e-06,7.700913e-06
3.185000,9.686526,9.686526,9.686519,9.686519,7.712636e-06,7.712636e-06
3.190000,9.686042,9.686042,9.686034,9.686034,7.724358e-06,7.724358e-06
3.195000,9.685558,9.685558,9.685550,9.685550,7.736078e-06,7.736078e-06
3.200000,9.685074,9.685074,9.685066,9.685066,7.747797e-06,7.747797e-06
3.205000,9.684589,9.684589,9.684582,9.684582,7.759515e-06,7.759515e-06
3.210000,9.684105,9.684105,9.684097,9.684097,7.771232e-06,7.771232e-06
3.215000,9.683621,9.683621,9.683613,9.683613,7.782947e-06,7.782947e-06
3.220000,9.683137,9.683137,9.683129,9.683129,7.794662e-06,7.794662e-06
3.225000,9.682653,9.682653,9.682645,9.682645,7.806375e-06,7.806375e-06
3.230000,9.682169,9.682169,9.682161,9.682161,7.818087e-06,7.818087e-06
3.235000,9.681684,9.681684,9.681677,9.681677,7.829798e-06,7.829798e-06
3.240000,9.681200,9.681200,9.681193,9.681193,7.841507e-06,7.841507e-06
3.245000,9.680716,9.680716,9.680709,9.680709,7.853216e-06,7.853216e-06
3.250000,9.680232,9.680232,9.680224,9.680224,7.864923e-06,7.864923e-06
3.255000,9.679748,9.679748,9.679740,9.679740,7.876629e-06,7.876629e-06
3.260000,9.679264,9.679264,9.679257,9.679257,7.888334e-06,7.888334e-06
3.265000,9.678780,9.678780,9.678773,9.678773,7.900038e-06,7.900038e-06
3.270000,9.678297,9.678297,9.678289,9.678289,7.911740e-06,7.911740e-06
3.275000,9.677813,9.677813,9.677805,9.677805,7.923441e-06,7.923441e-06
3.280000,9.677329,9.677329,9.677321,9.677321,7.935141e-06,7.935141e-06
3.285000,9.676845,9.676845,9.676837,9.676837,7.946840e-06,7.946840e-06
3.290000,9.676361,9.676361,9.676353,9.676353,7.958538e-06,7.958538e-06
3.295000,9.675877,9.675877,9.675869,9.675869,7.970235e-06,7.970235e-06
3.300000,9.675394,9.675394,9.675386,9.675386,7.981930e-06,7.981930e-06
3.305000,9.674910,9.674910,9.674902,9.674902,7.993624e-06,7.993624e-06
3.310000,9.674426,9.674426,9.674418,9.674418,8.005317e-06,8.005317e-06
3.315000,9.673942,9.673942,9.673934,9.673934,8.017009e-06,8.017009e-06
3.320000,9.673459,9.673459,9.673451,9.673451,8.028699e-06,8.028699e-06
3.325000,9.672975,9.672975,9.672967,9.672967,8.040389e-06,8.040389e-06
3.330000,9.672491,9.672491,9.672483,9.672483,8.052077e-06,8.052077e-06
3.335000,9.672008,9.672008,9.672000,9.672000,8.063764e-06,8.063764e-06
3.340000,9.671524,9.671524,9.671516,9.671516,8.075450e-06,8.075450e-06
3.345000,9.671041,9.671041,9.671033,9.671033,8.087134e-06,8.087134e-06
3.350000,9.670557,9.670557,9.670549,9.670549,8.098818e-06,8.098818e-06
3.355000,9.670074,9.670074,9.670066,9.670066,8.110500e-06,8.110500e-06
3.360000,9.669590,9.669590,9.669582,9.669582,8.122181e-06,8.122181e-06
3.365000,9.669107,9.669107,9.669099,9.669099,8.133861e-06,8.133861e-06
3.370000,9.668623,9.668623,9.668615,9.668615,8.145540e-06,8.145540e-06
3.375000,9.668140,9.668140,9.668132,9.668132,8.157217e-06,8.157217e-06
3.380000,9.667657,9.667657,9.667648,9.667648,8.168894e-06,8.168894e-06
3.385000,9.667173,9.667173,9.667165,9.667165,8.180569e-06,8.180569e-06
3.390000,9.666690,9.666690,9.666682,9.666682,8.192243e-06,8.192243e-06
3.395000,9.666207,9.666207,9.666198,9.666198,8.203915e-06,8.203915e-06
3.400000,9.665723,9.665723,9.665715,9.665715,8.215587e-06,8.215587e-06
3.405000,9.665240,9.665240,9.665232,9.665232,8.227257e-06,8.227257e-06
3.410000,9.664757,9.664757,9.664749,9.664749,8.238927e-06,8.238927e-06
3.415000,9.664274,9.664274,9.664265,9.664265,8.250595e-06,8.250595e-06
3.420000,9.663790,9.663790,9.663782,9.663782,8.262261e-06,8.262261e-06
3.425000,9.663307,9.663307,9.663299,9.663299,8.273927e-06,8.273927e-06
3.430000,9.662824,9.662824,9.662816,9.662816,8.285591e-06,8.285591e-06
3.435000,9.662341,9.662341,9.662333,9.662333,8.297255e-06,8.297255e-06
3.440000,9.661858,9.661858,9.661850,9.661850,8.308917e-06,8.308917e-06
3.445000,9.661375,9.661375,9.661366,9.661366,8.320578e-06,8.320578e-06
3.450000,9.660892,9.660892,9.660883,9.660883,8.332237e-06,8.332237e-06
3.455000,9.660409,9.660409,9.660400,9.660400,8.343896e-06,8.343896e-06
3.460000,9.659926,9.659926,9.659917,9.659917,8.355553e-06,8.355553e-06
3.465000,9.659443,9.659443,9.659434,9.659434,8.367209e-06,8.367209e-06
3.470000,9.658960,9.658960,9.658951,9.658951,8.378864e-06,8.378864e-06
3.475000,9.658477,9.658477,9.658468,9.658468,8.390518e-06,8.390518e-06
3.480000,9.657994,9.657994,9.657986,9.657986,8.402171e-06,8.402171e-06
3.485000,9.657511,9.657511,9.657503,9.657503,8.413822e-06,8.413822e-06
3.490000,9.657028,9.657028,9.657020,9.657020,8.425472e-06,8.425472e-06
3.495000,9.656545,9.656545,9.656537,9.656537,8.437121e-06,8.437121e-06
3.500000,9.656063,9.656063,9.656054,9.656054,8.448769e-06,8.448769e-06
3.505000,9.655580,9.655580,9.655571,9.655571,8.460416e-06,8.460416e-06
3.510000,9.655097,9.655097,9.655089,9.655089,8.472061e-06,8.472061e-06
3.515000,9.654614,9.654614,9.654606,9.654606,8.483705e-06,8.483705e-06
3.520000,9.654132,9.654132,9.654123,9.654123,8.495349e-06,8.495349e-06
3.525000,9.653649,9.653649,9.653640,9.653640,8.506990e-06,8.506990e-06
3.530000,9.653166,9.653166,9.653158,9.653158,8.518631e-06,8.518631e-06
3.535000,9.652684,9.652684,9.652675,9.652675,8.530271e-06,8.530271e-06
3.540000,9.652201,9.652201,9.652193,9.652193,8.541909e-06,8.541909e-06
3.545000,9.651718,9.651718,9.651710,9.651710,8.553546e-06,8.553546e-06
3.550000,9.651236,9.651236,9.651227,9.651227,8.565182e-06,8.565182e-06
3.555000,9.650753,9.650753,9.650745,9.650745,8.576817e-06,8.576817e-06
3.560000,9.650271,9.650271,9.650262,9.650262,8.588451e-06,8.588451e-06
3.565000,9.649788,9.649788,9.649780,9.649780,8.600083e-06,8.600083e-06
3.570000,9.649306,9.649306,9.649297,9.649297,8.611714e-06,8.611714e-06
3.575000,9.648823,9.648823,9.648815,9.648815,8.623344e-06,8.623344e-06
3.580000,9.648341,9.648341,9.648332,9.648332,8.634973e-06,8.634973e-06
3.585000,9.647859,9.647859,9.647850,9.647850,8.646601e-06,8.646601e-06
3.590000,9.647376,9.647376,9.647368,9.647368,8.658227e-06,8.658227e-06
3.595000,9.646894,9.646894,9.646885,9.646885,8.669853e-06,8.669853e-06
3.600000,9.646412,9.646412,9.646403,9.646403,8.681477e-06,8.681477e-06
3.605000,9.645929,9.645929,9.645921,9.645921,8.693100e-06,8.693100e-06
3.610000,9.645447,9.645447,9.645438,9.645438,8.704721e-06,8.704721e-06
3.615000,9.644965,9.644965,9.644956,9.644956,8.716342e-06,8.716342e-06
3.620000,9.644483,9.644483,9.644474,9.644474,8.727961e-06,8.727961e-06
3.625000,9.644000,9.644000,9.643992,9.643992,8.739580e-06,8.739580e-06
3.630000,9.643518,9.643518,9.643509,9.643509,8.751197e-06,8.751197e-06
3.635000,9.643036,9.643036,9.643027,9.643027,8.762813e-06,8.762813e-06
3.640000,9.642554,9.642554,9.642545,9.642545,8.774427e-06,8.774427e-06
3.645000,9.642072,9.642072,9.642063,9.642063,8.786041e-06,8.786041e-06
3.650000,9.641590,9.641590,9.641581,9.641581,8.797653e-06,8.797653e-06
3.655000,9.641108,9.641108,9.641099,9.641099,8.809264e-06,8.809264e-06
3.660000,9.640626,9.640626,9.640617,9.640617,8.820874e-06,8.820874e-06
3.665000,9.640144,9.640144,9.640135,9.640135,8.832483e-06,8.832483e-06
3.670000,9.639662,9.639662,9.639653,9.639653,8.844090e-06,8.844090e-06
3.675000,9.639180,9.639180,9.639171,9.639171,8.855697e-06,8.855697e-06
3.680000,9.638698,9.638698,9.638689,9.638689,8.867302e-06,8.867302e-06
3.685000,9.638216,9.638216,9.638207,9.638207,8.878906e-06,8.878906e-06
3.690000,9.637734,9.637734,9.637725,9.637725,8.890509e-06,8.890509e-06
3.695000,9.637252,9.637252,9.637243,9.637243,8.902110e-06,8.902110e-06
